Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Recommended_Exercises,Exercise_Type_Details
28,Female,69.6,1.58,182,135,50,1.49,1006.0,Cardio,27.8,2.0,3,2,27.88,"Banded compass jump squat, Weighted Jump Squat, Muscle Beach Side Kick","Type: Cardio, Equipment: Other, Level: Beginner"
40,Male,68.9,1.99,180,149,51,1.16,951.0,Cardio,25.0,2.4,4,2,17.4,"Alternate Leg Diagonal Bound, Side Standing Long Jump, Holman Standing Heel Click to Hands Down Heel Click","Type: Cardio, Equipment: Machine, Level: Intermediate"
33,Male,45.9,1.89,193,144,50,1.45,1148.0,Cardio,21.6,2.9,3,2,12.85,"Smith Machine Reverse Calf Raises, Holman Burpee to Jump, Push-jerk","Type: Cardio, Equipment: Machine, Level: Intermediate"
48,Female,68.2,1.69,170,159,73,0.75,537.0,HIIT,28.4,2.5,3,1,23.88,"Bird dog-, UP Bulgarian Split Squat, Wall squat","Type: Cardio, Equipment: Machine, Level: Beginner"
28,Female,79.6,1.59,181,130,54,1.49,968.0,HIIT,28.2,1.5,3,2,31.49,"Holman Burpee to Tuck Jump, Toy soldier, Holman Weighted Kneeling Lift","Type: Cardio, Equipment: Other, Level: Intermediate"
33,Female,53.6,1.52,194,126,73,1.02,643.0,Cardio,30.9,2.3,2,1,23.2,"Holman Lunge Jump, FYR Sprawl Frog Kick, HM Ninja Crawl","Type: Cardio, Equipment: Body Only, Level: Intermediate"
25,Female,57.7,1.58,188,145,52,1.36,986.0,Yoga,25.7,2.2,3,2,23.11,"30 Seated Twist With PVC Pipe, Dumbbell Fix Dumbbell Military Press, Seated Dumbbell Press","Type: Stretching, Equipment: nan, Level: Beginner"
21,Male,74.2,1.93,187,141,56,1.32,1024.0,HIIT,28.3,2.5,3,2,19.92,"KV Cable Squat, Holman Standing Russian Twist, Seated Hamstring","Type: Cardio, Equipment: Body Only, Level: Beginner"
57,Female,64.4,1.56,177,144,73,1.52,985.0,Cardio,17.8,2.7,5,3,26.46,"Banded jump squat, Holman Donkey Run, Double Under","Type: Cardio, Equipment: Body Only, Level: Beginner"
21,Female,54.9,1.78,173,138,71,0.55,380.0,HIIT,31.7,2.0,2,1,17.33,"Cross-body mountain climber, 30 Legs Leg Press, Dumbbell Alternating Lunge","Type: Cardio, Equipment: Body Only, Level: Intermediate"
42,Male,50.3,1.64,177,150,62,0.63,468.0,Strength,27.0,2.4,3,1,18.7,"Suspended oblique crunch, MetaBurn Reverse Lunge To High Pull, Boss Everline Lunge Sled Push","Type: Strength, Equipment: Cable, Level: Intermediate"
20,Female,46.5,1.68,187,145,72,0.91,660.0,HIIT,27.9,2.4,2,1,16.48,"HM Bear Stance Fire Hydrant, Holman Flying Squat Thrust to Shoulder Tap, Stationary bike","Type: Cardio, Equipment: Other, Level: Beginner"
49,Male,57.8,1.99,183,161,67,0.93,741.0,HIIT,24.7,3.1,3,1,14.6,"Holman Right Split Squat, Holman Right Reverse Lunge to Front Kick, 30 Cable Reverse Crunch","Type: Cardio, Equipment: Body Only, Level: Intermediate"
20,Male,83.0,1.8,167,160,73,0.79,695.0,Yoga,29.6,2.9,2,1,25.62,"Shadow boxing, Holman Towel Dirty Dog, Toy soldier","Type: Stretching, Equipment: Foam Roll, Level: Intermediate"
44,Male,82.5,1.79,167,155,70,1.51,1159.0,HIIT,13.8,3.5,5,3,25.75,"Holman Feet-Elevated Hill Climber, Dumbbell goblet squat-, Holman Seated Killer Abs Overhead Press","Type: Cardio, Equipment: Other, Level: Intermediate"
46,Female,66.5,1.73,163,142,56,1.11,709.0,Yoga,34.7,2.0,3,1,22.22,"30 Bosu Cable Reverse Crunch, FYR Knees to Chest, Holman Hips-Up Weighted Pull-Over","Type: Stretching, Equipment: Body Only, Level: Intermediate"
49,Female,70.2,1.67,186,166,50,0.93,695.0,Strength,32.5,1.8,3,1,25.17,"Jumping Jack, Straight-arm plank with biceps curl, Seated Dumbbell Inner Biceps Curl","Type: Strength, Equipment: E-Z Curl Bar, Level: Intermediate"
36,Male,121.9,1.93,195,132,54,1.49,1082.0,Cardio,21.8,3.4,3,2,32.73,"90-degree jump squat, ACFT Sprint-drag-carry, Squat hold with band pull-apart","Type: Cardio, Equipment: Body Only, Level: Intermediate"
38,Female,70.3,1.52,164,144,66,1.19,857.0,Yoga,25.6,2.0,4,2,30.43,"Rope Crunch, Seated leg lift, FYR2 Double-Kettlebell Ski","Type: Stretching, Equipment: Other, Level: Beginner"
22,Female,40.3,1.56,192,121,57,1.45,877.0,HIIT,30.8,2.1,4,2,16.56,"Band split squat, Barbell stiff-legged deadlift, Weighted Squat","Type: Cardio, Equipment: Body Only, Level: Intermediate"
35,Male,101.4,1.76,193,121,64,0.84,559.0,HIIT,23.6,2.9,2,1,32.74,"Single-arm dumbbell crunch, Robertson Sprinter Step-Up, Bird dog-","Type: Cardio, Equipment: Body Only, Level: Intermediate"
45,Male,79.2,1.95,189,135,69,1.47,982.0,Yoga,22.8,2.8,3,2,20.83,"Holman Straight Plank Jack, Suspended Leg Curl, Sit-up","Type: Stretching, Equipment: nan, Level: Beginner"
59,Female,75.8,1.77,167,128,53,1.46,841.0,Strength,33.1,1.8,3,1,24.19,"Single-leg box squat, Holman Jump-Out Push-Up, Holman Foot-Elevated Knee-Up to Squat","Type: Strength, Equipment: Body Only, Level: Intermediate"
39,Male,71.7,1.88,198,147,51,0.55,445.0,Cardio,23.7,2.2,2,1,20.29,"Boss Everline 10-Yard Sprints, Single-Arm Dumbbell Overhead Squat, Holman Jump-Out Push-Up","Type: Cardio, Equipment: Body Only, Level: Beginner"
38,Female,57.7,1.56,185,132,54,1.64,1082.0,HIIT,16.6,2.7,5,3,23.71,"MetaBurn Tabletop Hip Thrust, Walking lunge with hip extension, Side plank","Type: Cardio, Equipment: Other, Level: Beginner"
23,Female,47.4,1.6,196,154,50,0.76,585.0,Strength,33.5,1.6,3,1,18.52,"MetaBurn Side Plank Oblique Crunch, HM Inchworm, 30 Shoulders Seated Dumbbell Front Raise","Type: Strength, Equipment: Kettlebells, Level: Expert"
18,Female,57.2,1.75,193,160,74,1.29,1032.0,Cardio,33.5,2.4,3,2,18.68,"Reverse Band Sumo Deadlift, Holman Narrow-Wide Squat Jump to 180 Jump, Jumping knee up-down","Type: Cardio, Equipment: Body Only, Level: Beginner"
22,Female,44.8,1.72,166,132,54,1.48,977.0,Cardio,28.6,1.8,4,2,15.14,"Banded compass jump squat, UN Barbell Front Squat, In-out jump squat","Type: Cardio, Equipment: Other, Level: Intermediate"
58,Male,90.2,1.72,199,150,55,0.9,668.0,HIIT,28.3,2.1,2,1,30.49,"FYR Kettlebell Squat Clean, HM Alternating Lunge Push-Up, Line-Drill Foot Work","Type: Cardio, Equipment: Body Only, Level: Intermediate"
29,Male,84.9,1.72,187,140,51,1.79,1378.0,Yoga,14.3,3.5,4,3,28.7,"HM Right Side Bird-Dog, HM Left Side Bird-Dog, 30 Shoulders Dumbbell Shrug","Type: Stretching, Equipment: Body Only, Level: Intermediate"
43,Male,95.7,1.77,198,151,50,1.08,807.0,HIIT,24.2,3.4,3,1,30.55,"Slalom jumps, Reverse Diagonal Skaters, Jump Lunge","Type: Cardio, Equipment: Machine, Level: Intermediate"
51,Male,59.0,1.65,198,153,53,1.22,924.0,HIIT,20.7,2.3,3,2,21.67,"Holman Feet-Elevated Squat Thrust, HM Running Lunge, FYR2 Reverse Lunge to Single-Leg Kettlebell Deadlift","Type: Cardio, Equipment: Machine, Level: Intermediate"
31,Female,60.5,1.77,187,127,56,1.72,1092.0,HIIT,15.0,2.7,4,3,19.31,"FYR2 Dumbbell Sit-Up Reach, Single-kettlebell windmill, MetaBurn Alternating Dumbbell Sit-Through","Type: Cardio, Equipment: Body Only, Level: Intermediate"
43,Female,53.8,1.72,173,160,71,1.03,742.0,Strength,30.2,2.3,4,2,18.19,"One-Arm Kettlebell Split Jerk, Holman Killer Abs, Holman Weighted 180 Jump","Type: Strength, Equipment: Body Only, Level: Intermediate"
44,Male,86.6,1.97,197,167,50,1.66,1372.0,Yoga,11.7,3.5,5,3,22.31,"Standing dumbbell knee crunch-, Cuban press, Butt-Ups","Type: Stretching, Equipment: nan, Level: Beginner"
26,Female,72.8,1.67,163,121,50,1.37,829.0,Strength,35.0,1.9,2,1,26.1,"Partner lying leg raise with lateral throw down, JM Press, Cable Russian Twists","Type: Strength, Equipment: Body Only, Level: Intermediate"
43,Female,66.3,1.77,177,157,57,1.48,1046.0,HIIT,32.7,1.7,4,2,21.16,"Kneeling cable crunch, Leg Extensions, Side Bridge","Type: Cardio, Equipment: Machine, Level: Intermediate"
39,Female,56.0,1.6,184,151,69,0.89,672.0,Yoga,32.6,2.0,2,1,21.87,"Rusin Banded Over-And-Back, HM Ninja Crawl, Hang from bar","Type: Stretching, Equipment: Body Only, Level: Intermediate"
47,Male,45.9,1.93,166,159,65,1.29,1015.0,Cardio,29.6,2.0,3,2,12.32,"Double Under, Smith Machine Reverse Calf Raises, Kettlebell One-Legged Deadlift","Type: Cardio, Equipment: Body Only, Level: Intermediate"
34,Male,88.0,1.64,197,147,70,1.9,1536.0,Yoga,14.4,3.5,4,3,32.72,"Lying Leg Pullover, MetaBurn Alternating Plank Row With Dumbbell Pull-Through, Twisting Mountain Climbers","Type: Stretching, Equipment: Body Only, Level: Intermediate"
43,Male,94.0,1.79,187,156,62,1.31,1012.0,HIIT,23.2,3.4,2,1,29.34,"Holman Crab Kick, Dumbbell reverse lunge, Standing cable leg curl","Type: Cardio, Equipment: Body Only, Level: Intermediate"
53,Female,44.7,1.79,164,160,72,1.34,965.0,Yoga,26.7,2.1,3,2,13.95,"Holman Elbow Plank to Renegade Row, Jordan Shallow Dumbbell Pull-Over, Two-way swing","Type: Stretching, Equipment: nan, Level: Beginner"
18,Male,63.2,1.63,162,120,73,0.66,436.0,Cardio,27.5,2.2,3,1,23.79,"FYR Sprinter Burpee, Hack Squat, Kettlebell thruster progression","Type: Cardio, Equipment: Machine, Level: Intermediate"
25,Male,95.6,1.9,190,160,72,1.47,1294.0,Cardio,23.8,2.4,4,2,26.48,"HM Fragon, 30 Legs Walking Lunge, Jump squat-","Type: Cardio, Equipment: Other, Level: Beginner"
52,Male,47.8,1.86,179,129,67,1.01,645.0,Yoga,24.7,2.8,3,2,13.82,"Bosu Ball Cable Crunch With Side Bends, Bench mountain climber, Kneeling Cable Crunches","Type: Stretching, Equipment: Body Only, Level: Beginner"
32,Male,85.3,1.64,178,123,69,1.77,1197.0,Cardio,13.2,3.5,4,3,31.71,"Walking lunge with hip extension, Lying hamstring stretch with band, Holman Weighted 180 Jump to Chest Press","Type: Cardio, Equipment: Body Only, Level: Intermediate"
39,Male,59.7,1.83,170,154,59,1.35,1143.0,Strength,29.1,2.3,4,2,17.83,"Holman Straight Plank with Alternating Leg Kick-Under, Machine chest fly, Parallel Bar Dip","Type: Strength, Equipment: Kettlebells, Level: Beginner"
31,Male,70.2,1.98,199,129,61,0.71,504.0,Yoga,24.2,2.5,2,1,17.91,"Exercise ball pike, Holman Left Side Plank with Right Triceps Press, 30 Shoulders Neutral-Grip Arnold Press","Type: Stretching, Equipment: nan, Level: Beginner"
43,Female,72.7,1.8,162,166,50,0.79,590.0,Cardio,32.8,2.1,3,1,22.44,"Holman Prisoner Reverse Lunge, FYR2 Kettlebell Reverse Lunge Switch Grip, Seated Calf Press - Gethin Variation","Type: Cardio, Equipment: Machine, Level: Intermediate"
45,Female,50.4,1.79,182,130,59,0.74,433.0,Cardio,27.7,2.5,2,1,15.73,"Southpaw sprawl, UP Hamstring Curl, Holman Right Leg Forward Lunge Hop","Type: Cardio, Equipment: Body Only, Level: Intermediate"
40,Male,81.7,1.74,166,133,58,0.91,666.0,Yoga,27.0,2.7,2,1,26.99,"FYR Bear Crawl Shoulder Tap, Holman Weighted Seated Killer Abs to Russian Twist, Lying leg curl","Type: Stretching, Equipment: Other, Level: Beginner"
31,Male,49.3,1.62,182,157,52,0.56,484.0,Strength,20.0,3.2,2,1,18.79,"Treadmill running, Leg Press - Gethin Variation, Close-grip dumbbell bench press","Type: Strength, Equipment: Other, Level: Expert"
41,Female,61.9,1.64,166,131,68,1.93,1138.0,Yoga,19.4,2.7,4,3,23.01,"Power Snatch, Tyler Holt Cable Torso Twist, Holman Single-Leg Right Pike","Type: Stretching, Equipment: Body Only, Level: Beginner"
19,Female,49.1,1.68,193,164,58,1.42,1164.0,Cardio,25.3,2.6,4,2,17.4,"Romanian Deadlift with Kettlebell, Barbell front squat to back squat, FYR Kettlebell Squat Clean","Type: Cardio, Equipment: Body Only, Level: Intermediate"
43,Male,66.5,1.83,178,136,59,1.11,747.0,Yoga,27.1,2.4,3,2,19.86,"Holman Elbow Plank Alternating Pike, FYR Band Pull-Apart, Decline leg lift with twist","Type: Stretching, Equipment: Body Only, Level: Beginner"
31,Male,75.5,1.93,168,135,68,0.6,446.0,Cardio,20.5,3.4,2,1,20.27,"Holman Jump-Out Push-Up, FYR2 Kettlebell Squat-Press-Deadlift Complex, Taylor Kettlebell Goblet Squat","Type: Cardio, Equipment: Body Only, Level: Beginner"
24,Male,88.2,1.79,177,154,65,1.76,1491.0,HIIT,11.3,3.5,4,3,27.53,"FYR2 Half-Moon, Prison Push-Up, Full moon-","Type: Cardio, Equipment: Other, Level: Beginner"
20,Male,74.8,1.75,184,121,73,1.33,885.0,Yoga,25.0,3.3,3,2,24.42,"Holman Elbow Plank Ninja, UP Band Pull-Apart, Seated Dumbbell Press","Type: Stretching, Equipment: Body Only, Level: Intermediate"
40,Female,72.2,1.6,173,130,67,0.87,566.0,Yoga,29.2,1.9,3,1,28.2,"Holman Feet-Elevated Plank Pike Pull, Seated Front Deltoid, Exercise Ball Cable Crunch - Gethin Variation","Type: Stretching, Equipment: Body Only, Level: Intermediate"
35,Male,62.8,1.63,184,160,63,1.41,1241.0,Cardio,21.9,3.7,4,2,23.64,"Holman Alternating Side Squat Overhead Press, Southpaw sprawl, Single-arm side deadlift","Type: Cardio, Equipment: Body Only, Level: Intermediate"
55,Male,84.7,1.79,178,122,52,1.19,719.0,Cardio,23.3,2.4,3,2,26.43,"Muscle Beach Spin Kick, Lateral Squats, Seesaw lunge","Type: Cardio, Equipment: Machine, Level: Intermediate"
52,Male,116.5,1.69,198,148,51,0.53,388.0,Cardio,27.3,2.4,2,1,40.79,"Rickshaw Deadlift, Holman Weighted Narrow Squat Jump, Wall calf stretch","Type: Cardio, Equipment: Other, Level: Intermediate"
32,Male,77.4,1.92,174,137,50,1.39,1047.0,Cardio,26.7,3.3,3,2,21.0,"The Straddle, 30 Legs Seated Leg Curl, Holman Heels-Elevated Sissy Squat","Type: Cardio, Equipment: Machine, Level: Intermediate"
42,Female,72.9,1.62,175,139,67,1.17,732.0,Yoga,25.7,2.0,4,2,27.78,"Standing Leg Curl, Exercise ball knee roll-in, Holman Dumbbell Hip Drive to Overhead Press","Type: Stretching, Equipment: nan, Level: Beginner"
54,Female,58.4,1.59,186,166,73,1.08,807.0,Cardio,32.5,1.9,2,1,23.1,"Box Squat with Bands, Forward Band Walk, Football Up-Down","Type: Cardio, Equipment: Body Only, Level: Intermediate"
45,Female,64.3,1.54,199,133,58,1.67,999.0,Yoga,15.3,2.7,4,3,27.11,"Split Snatch, Holman Low-Impact Crab Kick, Holman Straight Plank Right-Left Jack to Split Jack","Type: Stretching, Equipment: Other, Level: Intermediate"
27,Male,89.3,1.87,169,153,62,1.62,1363.0,Strength,12.7,3.5,5,3,25.54,"Squatting cable EZ-bar biceps curl, FYR2 Flutter Kick, 30 Arms Overhead Dumbbell Triceps Extension","Type: Strength, Equipment: Dumbbell, Level: Beginner"
56,Male,90.2,1.61,163,168,51,1.38,1148.0,Yoga,22.6,2.3,3,2,34.8,"Suspended crunch-, HM Shoulder Stretch on Floor, Barbell roll-out","Type: Stretching, Equipment: nan, Level: Beginner"
34,Female,59.0,1.62,178,150,56,1.13,847.0,Cardio,30.9,2.4,4,2,22.48,"Holman Burpee to Flying Jack, AM Barbell Squat, Dumbbell lateral hop","Type: Cardio, Equipment: Machine, Level: Intermediate"
56,Male,58.7,1.86,187,159,65,1.09,858.0,Cardio,22.6,3.3,3,2,16.97,"Power clean, Calf Raise On A Dumbbell, Push-jerk","Type: Cardio, Equipment: Machine, Level: Intermediate"
39,Male,127.5,1.82,180,161,70,1.26,1116.0,Strength,29.8,3.0,3,2,38.49,"Dumbbell Clean And Jerk, Paul Carter Dumbbell Shrug, Dumbbell sumo squat","Type: Strength, Equipment: Body Only, Level: Intermediate"
43,Female,68.6,1.52,173,137,68,1.42,875.0,Yoga,28.1,2.6,4,2,29.69,"UP Hamstring Curl, Hip Stretch With Twist, Exercise ball V-up","Type: Stretching, Equipment: nan, Level: Beginner"
42,Female,56.7,1.53,192,149,74,1.07,717.0,Strength,27.4,1.9,3,1,24.22,"Janda Sit-Up, Muscle Beach Side Kick, Wrist Circles","Type: Strength, Equipment: Body Only, Level: Intermediate"
34,Female,64.5,1.78,169,144,64,1.33,958.0,Yoga,27.8,1.8,4,2,20.36,"Plank To Sphinx, Crab walk, Lying cable front raise","Type: Stretching, Equipment: nan, Level: Beginner"
30,Female,61.6,1.52,178,138,71,1.78,1228.0,Cardio,19.5,2.7,4,3,26.66,"Seated Quad Contraction, HM Dumbbell Squat, Suspended split squat","Type: Cardio, Equipment: Machine, Level: Beginner"
37,Male,75.1,1.82,189,127,60,1.23,859.0,Yoga,26.4,3.2,4,2,22.67,"Vertical Swing, Box jump, Partner side Russian twist and pass","Type: Stretching, Equipment: Body Only, Level: Intermediate"
42,Male,79.3,1.93,181,147,50,1.22,888.0,Cardio,27.3,3.3,2,1,21.29,"Landmine squat, Reverse Lunge Rotation, Push-press","Type: Cardio, Equipment: Other, Level: Beginner"
21,Female,72.6,1.68,162,127,70,1.19,756.0,Cardio,34.2,1.8,3,2,25.72,"Dumbbell racked reverse lunge, Holman Right Leg Forward Lunge Hop, Reverse Band Sumo Deadlift","Type: Cardio, Equipment: Body Only, Level: Intermediate"
27,Male,76.7,1.7,196,150,56,0.96,792.0,HIIT,29.1,2.1,3,1,26.54,"Barbell Lunge - Gethin Variation, Front-To-Back Barbell Squat, Double crunch","Type: Cardio, Equipment: Body Only, Level: Intermediate"
20,Female,44.2,1.61,177,122,69,1.08,659.0,HIIT,32.4,2.5,2,1,17.05,"Holman Imaginary Jump Rope, Holman Towel Reverse Plank Alternating Heel Pull-in, Close-stance dumbbell front squat","Type: Cardio, Equipment: Machine, Level: Intermediate"
58,Female,56.5,1.7,170,122,57,0.74,406.0,Yoga,27.0,2.7,2,1,19.55,"Holman Heavy Double Pike, UP Band Pull-Apart, UP Hamstring Curl","Type: Stretching, Equipment: Body Only, Level: Intermediate"
35,Male,100.9,1.63,161,163,59,1.1,986.0,Cardio,28.4,3.1,2,1,37.98,"HM Butt Kickers, FYR Running Lunge, Leg Press - Gethin Variation","Type: Cardio, Equipment: Machine, Level: Intermediate"
53,Female,55.8,1.55,171,141,54,1.12,711.0,Strength,27.0,1.8,4,2,23.23,"HM Low Lunge With External Twist And Arm Reach, Boss Everline Resistance-Band Pull Sprint, Board bench press","Type: Strength, Equipment: Body Only, Level: Intermediate"
39,Male,58.3,1.93,165,136,58,1.35,1010.0,Cardio,27.4,3.7,4,2,15.65,"HM Alternating Side Lunge, Pop Squat On Leg Press, Seated Calf Stretch","Type: Cardio, Equipment: Body Only, Level: Intermediate"
51,Male,48.6,1.77,199,155,74,1.47,1128.0,Strength,26.9,3.5,2,1,15.51,"Dumbbell seesaw shoulder press, FYR2 Kettlebell Duck Walk, Squats - With Bands","Type: Strength, Equipment: Kettlebells, Level: Intermediate"
25,Male,81.7,1.95,188,136,74,1.94,1451.0,Yoga,13.8,3.5,4,3,21.49,"FYR Bear Crawl Fire Feet, Shoulder-Elevated One-Leg Hip Thrusts, Exercise ball knee roll-in","Type: Stretching, Equipment: Other, Level: Beginner"
57,Male,85.6,1.69,189,133,50,1.76,1159.0,Yoga,12.7,3.5,5,3,29.97,"HM Side-Plank with Kick, 30 Cable Rope Crunch, Weighted Sit-Ups - With Bands","Type: Stretching, Equipment: Other, Level: Beginner"
36,Female,60.0,1.72,161,128,51,1.63,1043.0,Strength,18.2,2.7,5,3,20.28,"Close push-up, Dumbbell Fix Dumbbell Single-Arm Snatch, Holman Elbow Plank","Type: Strength, Equipment: Cable, Level: Intermediate"
59,Male,126.4,1.69,168,149,68,1.24,915.0,Strength,29.5,2.9,3,1,44.26,"Leg Extensions - Gethin Variation, Reverse-grip incline dumbbell bench press, Bar Push-Up Smith Machine","Type: Strength, Equipment: Dumbbell, Level: Intermediate"
58,Female,75.4,1.78,161,140,63,1.05,662.0,Cardio,26.0,2.5,4,2,23.8,"Landmine squat, Single-arm kettlebell swing, Holman Alternating Weighted Diagonal Burpee","Type: Cardio, Equipment: Body Only, Level: Intermediate"
54,Female,64.2,1.69,188,131,69,1.69,996.0,Yoga,16.5,2.7,4,3,22.48,"Glute Ham Raise, Kettlebell Seated Press, Dumbbell Fix Dumbbell Single-Arm Snatch","Type: Stretching, Equipment: Body Only, Level: Beginner"
23,Female,65.2,1.62,192,156,59,1.37,1069.0,Cardio,31.1,2.5,3,2,24.84,"30 Legs Dumbbell Goblet Squat, Wall sit, Hybrid deadlift","Type: Cardio, Equipment: Machine, Level: Beginner"
43,Female,70.1,1.66,169,151,58,0.99,673.0,Strength,34.6,2.6,2,1,25.44,"Single-Arm Push-Up, Single-leg burpee, Band Pull Apart","Type: Strength, Equipment: Dumbbell, Level: Intermediate"
51,Male,102.6,1.77,193,130,59,1.21,779.0,HIIT,21.0,3.4,2,1,32.75,"Holman Slow Weighted Reverse Lunge, Lying Machine Squat, Holman Weighted Left Side Diagonal Pike","Type: Cardio, Equipment: Body Only, Level: Intermediate"
23,Male,107.2,1.93,167,139,55,1.15,879.0,HIIT,20.2,3.1,4,2,28.78,"Plank leg raise, Double Under, Side kick-through","Type: Cardio, Equipment: Body Only, Level: Intermediate"
54,Female,56.5,1.75,196,154,66,1.76,1220.0,HIIT,15.3,2.7,5,3,18.45,"Holman Hands-Elevated Alternating Lunge Jump, Hanging leg raise with throw down, Total Fitness Spider Crawl (Unweighted)","Type: Cardio, Equipment: Machine, Level: Intermediate"
50,Female,61.6,1.75,192,166,74,1.22,911.0,Strength,25.5,2.2,4,2,20.11,"Groiner, King Maker Explosive High Jump, Squat Bottom Position Hold","Type: Strength, Equipment: Body Only, Level: Intermediate"
39,Male,81.7,1.75,165,165,55,1.32,1198.0,Cardio,29.1,2.8,4,2,26.68,"Holman Left Lunge with Left Biceps Curl, Conan's Wheel, FYR2 Double-Kettlebell Front Squat","Type: Cardio, Equipment: Body Only, Level: Intermediate"
38,Female,76.6,1.58,199,130,53,0.74,481.0,Yoga,32.2,2.3,2,1,30.68,"Kneeling cable oblique crunch, Full moon-, Holman Heavy Double Pike","Type: Stretching, Equipment: Foam Roll, Level: Intermediate"
23,Male,116.8,1.79,178,127,69,1.0,698.0,Strength,26.8,3.4,4,2,36.45,"Shoulder Press - With Bands, Smith machine back squat, FYR Crab Kick","Type: Strength, Equipment: Bands, Level: Intermediate"
23,Female,60.1,1.59,191,123,52,1.8,1107.0,HIIT,17.6,2.7,4,3,23.77,"Suspended crunch-, HM Hollow-Body Pulse, Kettlebell Pass Between The Legs","Type: Cardio, Equipment: Body Only, Level: Intermediate"
21,Male,93.7,1.73,186,146,72,1.0,803.0,Cardio,27.8,3.6,2,1,31.31,"Muscle Beach Sprint, Holman Squat Pull-Through Jump, HM Turkish Get-Up","Type: Cardio, Equipment: Machine, Level: Intermediate"
47,Female,41.6,1.58,160,163,68,1.03,756.0,Yoga,26.6,2.1,4,2,16.66,"30 Barbell Floor Wiper, Holman Boat Press with Leg Extension, King Maker Dumbbell Farmer's Carry","Type: Stretching, Equipment: Body Only, Level: Intermediate"
28,Female,55.1,1.79,192,159,67,1.99,1582.0,Yoga,17.0,2.7,5,3,17.2,"Standing dumbbell shoulder press, Wall shoulder tap, Dumbbell hang snatch","Type: Stretching, Equipment: Body Only, Level: Beginner"
47,Male,127.1,1.76,199,157,73,0.71,552.0,Strength,24.9,3.0,2,1,41.03,"HM Bird-Dog Plank, Iron Crosses (stretch), 30 Legs Standing Calf Raise","Type: Strength, Equipment: Cable, Level: Intermediate"
48,Female,69.1,1.6,191,166,53,1.34,1001.0,Strength,26.1,2.0,4,2,26.99,"MetaBurn Push-Up With Hand Side-Step, Side-lying leg lift, Hang Clean - Below the Knees","Type: Strength, Equipment: Dumbbell, Level: Beginner"
41,Female,66.8,1.74,164,149,57,1.34,898.0,Yoga,29.2,2.3,3,1,22.06,"Decline crunch-, Suitcase crunch, Staggered-stance band shoulder press","Type: Stretching, Equipment: Body Only, Level: Intermediate"
26,Male,125.5,1.76,176,163,66,1.15,1031.0,Yoga,23.2,3.1,4,2,40.52,"HM Jumping Arm Circle, Battle ropes, Barbell front raise","Type: Stretching, Equipment: Other, Level: Beginner"
20,Female,71.3,1.58,167,167,54,1.07,893.0,HIIT,25.4,1.5,3,2,28.56,"FYR2 Banded Squat Hold-Pulse-Jump Complex, Kettlebell pass-through lunge, Barbell back squat to box","Type: Cardio, Equipment: Body Only, Level: Beginner"
48,Male,129.2,1.61,193,167,62,1.06,876.0,Yoga,21.4,2.9,4,2,49.84,"Dumbbell Halo, HM Low Lunge With External Twist, Single-arm dumbbell upright row","Type: Stretching, Equipment: Body Only, Level: Beginner"
57,Male,96.3,1.86,168,146,74,1.1,795.0,Strength,27.6,2.2,3,2,27.84,"RG Alternating Seated Dumbbell Lateral Raise, Barbell Bench Press - Medium Grip, UP Triceps Extension Straight-Bar Push-Down","Type: Strength, Equipment: Barbell, Level: Intermediate"
54,Female,67.5,1.54,182,140,50,0.72,454.0,Cardio,25.2,1.5,3,1,28.46,"Dumbbell jump squat, Single Arm Overhead Kettlebell Squat, Rickshaw Deadlift","Type: Cardio, Equipment: Body Only, Level: Intermediate"
53,Female,64.4,1.55,194,139,62,1.77,1107.0,HIIT,19.7,2.7,4,3,26.81,"Holman Wide Squat Thrust, Decline plate sit-up, Standing Cable Crunch - Gethin Variation","Type: Cardio, Equipment: Machine, Level: Intermediate"
41,Female,64.9,1.57,166,123,53,1.04,576.0,HIIT,25.9,2.4,4,2,26.33,"King Maker Leg Press, HM Single-Leg Squat on Chair, Holman Weighted Narrow-Mid-Wide Hop","Type: Cardio, Equipment: Body Only, Level: Beginner"
48,Female,52.3,1.66,174,130,71,0.74,433.0,Yoga,33.0,1.8,3,1,18.98,"Eiffel Tower leg raise, HM Bent-Over Rear-Delt Fly, Holman Right Side Diagonal Burpee","Type: Stretching, Equipment: Body Only, Level: Intermediate"
23,Female,56.7,1.55,179,132,73,1.38,911.0,Cardio,34.0,1.9,4,2,23.6,"HM Alternating Side Lunge, Wall ball toss, Holman Half Jack to 180 Jump","Type: Cardio, Equipment: Machine, Level: Intermediate"
19,Female,46.8,1.63,184,128,63,1.35,864.0,HIIT,34.4,1.6,4,2,17.61,"FYR2 Kettlebell Juggle, FYR2 Loaded to Unloaded Beast, Clean from Blocks","Type: Cardio, Equipment: Body Only, Level: Intermediate"
37,Female,70.3,1.77,162,123,52,1.01,621.0,Strength,33.7,1.7,2,1,22.44,"Weighted Sit-Ups - With Bands, Kettlebell toe-touch, 30 Arms Triceps Dip","Type: Strength, Equipment: Cable, Level: Intermediate"
